movie,year,director,movie_link,total_score,critic_score,director_score,french_voters_score
Eyes Without a Face,1960.0,Georges Franju,https://www.bfi.org.uk/films-tv-people/4ce2b6bb5649f,7,5.0,2.0,
3-Iron,2004.0,Kim Ki-Duk,https://www.bfi.org.uk/films-tv-people/4ce2b8aac28af,1,1.0,,
Doctor Zhivago,1965.0,David Lean,https://www.bfi.org.uk/films-tv-people/4ce2b6a9082ab,2,2.0,,
Gran Torino,2008.0,Clint Eastwood,https://www.bfi.org.uk/films-tv-people/4ce2b8d0e7a55,1,1.0,,
"Berlin, Symphony of a City",1927.0,Walter Ruttmann,https://www.bfi.org.uk/films-tv-people/4ce2b69f5f431,1,1.0,,
"Stone, The",1992.0,Aleksandr Sokurov,https://www.bfi.org.uk/films-tv-people/4ce2b7c20928a,1,1.0,,
"Ascent, The",1976.0,Larisa Shepitko,https://www.bfi.org.uk/films-tv-people/4ce2b6ba13dd9,4,2.0,2.0,
Climates,2006.0,Nuri Bilge Ceylan,https://www.bfi.org.uk/films-tv-people/4ce2b8bc1333d,1,1.0,,
In Vanda's Room,2000.0,Pedro Costa,https://www.bfi.org.uk/films-tv-people/4ce2b850a848c,5,5.0,,1.0
"Last Emperor, The",1987.0,Bernardo Bertolucci,https://www.bfi.org.uk/films-tv-people/4ce2b7377e711,1,,1.0,
My Name is Joe,1998.0,Ken Loach,https://www.bfi.org.uk/films-tv-people/4ce2b80a09b5d,1,,1.0,
Oasis,2002.0,Lee Chang-dong,https://www.bfi.org.uk/films-tv-people/4ce2b87f41666,1,,1.0,
Sweet Sixteen,2002.0,Ken Loach,https://www.bfi.org.uk/films-tv-people/4ce2b870e8d4f,1,,1.0,
Violent Cop,1989.0,Kitano Takeshi,https://www.bfi.org.uk/films-tv-people/4ce2b7bba6bdb,1,,1.0,
Buffalo 66,1997.0,Vincent Gallo,https://www.bfi.org.uk/films-tv-people/4ce2b8063e5ae,1,1.0,,
"House of Trubnaia Square, The",1928.0,Boris Barnet,https://www.bfi.org.uk/films-tv-people/4ce2b6bf512e1,2,2.0,,
Manila by Night,1981.0,Ishmael Bernal,https://www.bfi.org.uk/films-tv-people/4ce2b70180c21,2,1.0,1.0,
Swept Away,1975.0,Lina Wertmuller,https://www.bfi.org.uk/films-tv-people/4ce2b6b8dea53,1,1.0,,
"Ballad of Narayama, The",1983.0,Imamura Shohei,https://www.bfi.org.uk/films-tv-people/4ce2b7492c4c0,3,2.0,1.0,
"Nightmare Before Christmas, The",1993.0,Henry Selick,https://www.bfi.org.uk/films-tv-people/4ce2b7c164d6f,2,1.0,1.0,
"39 Steps, The",1935.0,Alfred Hitchcock,https://www.bfi.org.uk/films-tv-people/4ce2b6b82c47d,1,1.0,,
Toy Story,1995.0,John Lasseter,https://www.bfi.org.uk/films-tv-people/4ce2b7e221593,4,4.0,,
Bellissima,1951.0,Luchino Visconti,https://www.bfi.org.uk/films-tv-people/4ce2b6a5a62b2,1,,1.0,
Fires Were Started,1943.0,Humphrey Jennings,https://www.bfi.org.uk/films-tv-people/4ce2b69e4d048,2,2.0,,
In Girum Imus Nocte et Consumimur Igni,1978.0,Guy Debord,https://www.bfi.org.uk/films-tv-people/4ce2b72cf1f57,1,1.0,,
Borom Sarret,1963.0,Ousmane Sembene,https://www.bfi.org.uk/films-tv-people/4ce2b6f7c1e39,2,1.0,1.0,
In the Year of the Pig,1968.0,Emile de Antonio,https://www.bfi.org.uk/films-tv-people/4ce2b6cbc72f7,2,2.0,,
Mapantsula,1988.0,Oliver Schmitz,https://www.bfi.org.uk/films-tv-people/4ce2b79b74f6c,1,1.0,,
Blind Chance,1981.0,Krzysztof Kieslowski,https://www.bfi.org.uk/films-tv-people/4ce2b75d28f2b,1,1.0,,
Home from the Hill,1959.0,Vincente Minnelli,https://www.bfi.org.uk/films-tv-people/4ce2b6ac80e4c,1,1.0,,
71 Fragments of a Chronology of Chance,1994.0,Michael Haneke,https://www.bfi.org.uk/films-tv-people/4ce2b7d7ed978,1,,1.0,
"Take Care of Your Scarf, Tatjana",1993.0,Aki Kaurismäki,https://www.bfi.org.uk/films-tv-people/4ce2b7d5505b9,1,,1.0,
Precious,2008.0,Lee Daniels,https://www.bfi.org.uk/films-tv-people/4ce2b8c6b6cef,1,1.0,,
Seopyeonje,1993.0,Im Kwon-taek ,https://www.bfi.org.uk/films-tv-people/4ce2b7cf4a8c2,1,1.0,,
Two Stage Sisters,1964.0,Xie Jin,https://www.bfi.org.uk/films-tv-people/4ce2b78d88627,2,2.0,,
Firemans Ball,1967.0,Milos Forman,https://www.bfi.org.uk/films-tv-people/4ce2b728bdd3a,2,1.0,1.0,
Cosmic Ray,1962.0,Bruce Conner,https://www.bfi.org.uk/films-tv-people/4ce2b7051d628,2,2.0,,
Star Spangled to Death,2003.0,Ken Jacobs,https://www.bfi.org.uk/films-tv-people/4ce2b89ff1b9b,1,1.0,,
"World, The",2004.0,Jia Zhang Ke ,https://www.bfi.org.uk/films-tv-people/4ce2b8ab357e3,2,2.0,,
Funeral Parade of Roses,1970.0,Toshio Matsumoto,https://www.bfi.org.uk/films-tv-people/4ce2b6f1b625c,2,1.0,1.0,
Peggy and Fred in Hell,2002.0,Leslie Thornton,https://www.bfi.org.uk/films-tv-people/4ce2b88d016bb,1,1.0,,
Red Sorghum,1987.0,Zhang Yimou,https://www.bfi.org.uk/films-tv-people/4ce2b7966d471,2,1.0,1.0,
Little Otik,2000.0,Jan Svankmajer,https://www.bfi.org.uk/films-tv-people/4ce2b83ee6a1a,1,,1.0,
They Live By Night,1948.0,Nicholas Ray,https://www.bfi.org.uk/films-tv-people/4ce2b6b818c1d,5,2.0,3.0,
Tres tristes tigres,1968.0,Raúl Ruiz,https://www.bfi.org.uk/films-tv-people/4ce2b6b8e6286,2,1.0,1.0,
Moolaadé,2004.0,Ousmane Sembene,https://www.bfi.org.uk/films-tv-people/4ce2b8a6a44a7,2,1.0,1.0,
Beyond the Valley of the Dolls,1970.0,Russ Meyer,https://www.bfi.org.uk/films-tv-people/4ce2b6a5d34dc,2,2.0,,
Goldfinger,1964.0,Guy Hamilton,https://www.bfi.org.uk/films-tv-people/4ce2b6ab538d3,1,1.0,,
"Musketeers of Pig Alley, The",1912.0,D.W. Griffith,https://www.bfi.org.uk/films-tv-people/4ce2b6bbb108f,1,1.0,,
Guys and Dolls,1955.0,Joseph L. Mankiewicz,https://www.bfi.org.uk/films-tv-people/4ce2b6abaf2a8,1,,1.0,
I'm No Angel,1933.0,Wesley Ruggles,https://www.bfi.org.uk/films-tv-people/4ce2b6ad05719,1,,1.0,
Toy Story 3,2010.0,Lee Unkrich,https://www.bfi.org.uk/films-tv-people/4ce2b8c55858e,1,,1.0,
"Right Stuff, The",1983.0,Philip Kaufman,https://www.bfi.org.uk/films-tv-people/4ce2b762caebb,1,1.0,,
Imitation of Christ,1969.0,Andy Warhol,https://www.bfi.org.uk/films-tv-people/4ce2b72bf123f,1,,1.0,
Cure,1998.0,Kurosawa Kiyoshi,https://www.bfi.org.uk/films-tv-people/4ce2b8112eb52,1,,1.0,
Vengeance is Mine,1979.0,Imamura Shohei,https://www.bfi.org.uk/films-tv-people/4ce2b6947e49e,3,2.0,1.0,
Zodiac,2007.0,David Fincher,https://www.bfi.org.uk/films-tv-people/4ce2b8b97c3b2,4,3.0,1.0,1.0
Be With Me ,2005.0,Eric Koo,https://www.bfi.org.uk/films-tv-people/4ce2b8b52af7f,1,,1.0,
Gerry,2001.0,Gus van Sant,https://www.bfi.org.uk/films-tv-people/4ce2b877dd7e1,1,,1.0,
Regular Lovers,2004.0,Philippe Garrel,https://www.bfi.org.uk/films-tv-people/4ce2b8b3d620f,2,1.0,1.0,
Othello,1952.0,Orson Welles,https://www.bfi.org.uk/films-tv-people/4ce2b6b257773,2,2.0,,
"Aura, El",2005.0,Fabián Bielinsky,https://www.bfi.org.uk/films-tv-people/4ce2b8b4ccc15,1,1.0,,
"Milagro de P. Tinto, El",1998.0,Javier Fesser,https://www.bfi.org.uk/films-tv-people/4ce2b801922f6,1,1.0,,
Red Lob,1989.0,Nanni Moretti,https://www.bfi.org.uk/films-tv-people/4ce2b79f890ac,3,3.0,,
Shara,2003.0,Naomi Kawase,https://www.bfi.org.uk/films-tv-people/4ce2b895b2f83,2,1.0,1.0,
Zoolander,2001.0,Ben Stiller,https://www.bfi.org.uk/films-tv-people/4ce2b850c9e59,2,2.0,,
"Je vous salue, Sarajevo",1992.0,Jean-Luc Godard,https://www.bfi.org.uk/films-tv-people/4ce2b8bfae402,1,,1.0,
Proba de microfon,1980.0,Mircea Daneliuc,https://www.bfi.org.uk/films-tv-people/4ce2b6bfc6b58,1,,1.0,
Secvente,1982.0,Alexandru Tatos,https://www.bfi.org.uk/films-tv-people/4ce2b768dca66,1,,1.0,
A Place in the Sun,1951.0,George Stevens,https://www.bfi.org.uk/films-tv-people/4ce2b6b321437,2,1.0,1.0,1.0
Smiles of a Summer Night,1952.0,Ingmar Bergman,https://www.bfi.org.uk/films-tv-people/4ce2b6b668f52,2,2.0,,1.0
Blind,1987.0,Frederick Wiseman,https://www.bfi.org.uk/films-tv-people/4ce2b6f642135,1,,1.0,
Fish Tank,2009.0,Andrea Arnold,https://www.bfi.org.uk/films-tv-people/4ce2b8d4c2487,1,,1.0,
"Red Balloon, The",1956.0,Albert Lamorisse,https://www.bfi.org.uk/films-tv-people/4ce2b6a486a77,3,1.0,2.0,
"Room with a View, A",1985.0,James Ivory,https://www.bfi.org.uk/films-tv-people/4ce2b6e51e9af,1,,1.0,
Somewhere In Time,1980.0,Jeannot Szwarc,https://www.bfi.org.uk/films-tv-people/4ce2b76ec3591,1,,1.0,
Ben-Hur,1959.0,William Wyler,https://www.bfi.org.uk/films-tv-people/4ce2b6bf4da96,3,2.0,1.0,
"Thorn Birds, The",1983.0,Lee Stanley,https://www.bfi.org.uk/films-tv-people/4ce2b7903b7f4,1,,1.0,
"Ugly, Dirty and Bad",1976.0,Ettore Scola,https://www.bfi.org.uk/films-tv-people/4ce2b6f9c905a,1,,1.0,
Why Has Bodhi-Dharma Left for the East?: A Zen Fable,1989.0,Yong-Kyun Bae,https://www.bfi.org.uk/films-tv-people/4ce2b79d6c028,1,,1.0,
che cosa sono le nuvole?,1968.0,Pier Paolo Pasolini,https://www.bfi.org.uk/films-tv-people/4ce2b793dc013,1,,1.0,
"Funeral Fest, Burial Lunch",1969.0,Matjaz Klopcic,https://www.bfi.org.uk/films-tv-people/4ce2b75b18b60,1,,1.0,
Heremias,2005.0,Lav Díaz,https://www.bfi.org.uk/films-tv-people/4ce2b8b73d72e,1,,1.0,
Butch Cassidy and The Sundance Kid,1969.0,George Roy Hill,https://www.bfi.org.uk/films-tv-people/4ce2b6a6c6ffb,4,,4.0,
"Princess Bride, The",1987.0,Rob Reiner,https://www.bfi.org.uk/films-tv-people/4ce2b75c076d9,1,,1.0,
Rabbit Proof Fence,2002.0,Phillip Noyce,https://www.bfi.org.uk/films-tv-people/4ce2b850ea66e,1,,1.0,
Space is the Place,1974.0,John Coney,https://www.bfi.org.uk/films-tv-people/4ce2b8a0649fc,1,,1.0,
"Blonde in Love, A",1965.0,Milos Forman,https://www.bfi.org.uk/films-tv-people/4ce2b6ae842a3,2,1.0,1.0,
Szindbád,1972.0,Zoltán Huszárik,https://www.bfi.org.uk/films-tv-people/4ce2b6b7887f0,1,1.0,,
Cyclo,1995.0,Tran Anh Hung,https://www.bfi.org.uk/films-tv-people/4ce2b7dc5eb86,2,,2.0,
"Story of Qiu Ju, The",1992.0,Zhang Yimou,https://www.bfi.org.uk/films-tv-people/4ce2b7c15ad7a,3,,3.0,
When We Were Kings,1996.0,Leon Gast,https://www.bfi.org.uk/films-tv-people/4ce2b7f0cbcc9,1,,1.0,
Orlando,1992.0,Sally Potter,https://www.bfi.org.uk/films-tv-people/4ce2b7a5f2b8b,3,3.0,,
Thelma & Louise,1991.0,Ridley Scott,https://www.bfi.org.uk/films-tv-people/4ce2b7a36431f,1,1.0,,
"Naked Island, The",1961.0,Shindo Kaneto ,https://www.bfi.org.uk/films-tv-people/4ce2b6abb48ac,2,2.0,,
Padre padrone,1977.0,Paolo and Vittorio Taviani,https://www.bfi.org.uk/films-tv-people/4ce2b6bee8c0e,1,1.0,,
"Sporting Life, The",1963.0,Lindsay Anderson,https://www.bfi.org.uk/films-tv-people/4ce2b6bf4bc15,2,2.0,,
Fantomas,1913.0,Louis Feuillade,https://www.bfi.org.uk/films-tv-people/4ce2b6a9d6841,2,2.0,,
Text of Light,1974.0,Stan Brakhage,https://www.bfi.org.uk/films-tv-people/4ce2b6d27ff6c,1,1.0,,
"Treasure of Sierra Madre, The",1947.0,John Huston,https://www.bfi.org.uk/films-tv-people/4ce2b6b8e2503,5,4.0,1.0,
Me and My Gal,1932.0,Raoul Walsh,https://www.bfi.org.uk/films-tv-people/4ce2b6b027d6f,1,1.0,,
True Heart Susie,1919.0,D.W. Griffith,https://www.bfi.org.uk/films-tv-people/4ce2b6b913eb2,4,4.0,,
Emperor Tomato Ketchup,1971.0,Terayama Shuji,https://www.bfi.org.uk/films-tv-people/4ce2b6b89650f,1,1.0,,
Die Hard,1988.0,John McTiernan,https://www.bfi.org.uk/films-tv-people/4ce2b794bae55,1,,1.0,
"Last Days of Disco, The",1998.0,Whit Stillman,https://www.bfi.org.uk/films-tv-people/4ce2b809e0bf3,1,,1.0,
"Night at the Opera, A",1935.0,Sam Wood,https://www.bfi.org.uk/films-tv-people/4ce2b6b176796,2,,2.0,
"Posto, Il",1961.0,Ermanno Olmi,https://www.bfi.org.uk/films-tv-people/4ce2b6b354eeb,3,2.0,1.0,
"Art of Vision, The",1964.0,Stan Brakhage,https://www.bfi.org.uk/films-tv-people/4ce2b6ee97f1a,1,,1.0,
Cheyenne Autumn,1964.0,John Ford,https://www.bfi.org.uk/films-tv-people/4ce2b6a77fbf5,2,1.0,1.0,
Princess Yang Kwei Fei,1955.0,Mizoguchi Kenji,https://www.bfi.org.uk/films-tv-people/4ce2b6bb47e2c,1,,1.0,
"Deuxième Souffle, Le",1966.0,Jean-Pierre Melville,https://www.bfi.org.uk/films-tv-people/4ce2b6a8bf7a8,3,2.0,1.0,
They Were Expendable,1945.0,John Ford,https://www.bfi.org.uk/films-tv-people/4ce2b6b81c81e,3,2.0,1.0,
"Big Trail, The",1930.0,Raoul Walsh,https://www.bfi.org.uk/films-tv-people/4ce2b6a526340,1,1.0,,
"Docks of New York, The",1928.0,Josef von Sternberg,https://www.bfi.org.uk/films-tv-people/4ce2b70ce8ae8,2,2.0,,
Shirin,2008.0,Abbas Kiarostami,https://www.bfi.org.uk/films-tv-people/4ce2b8cd85f21,1,1.0,,
"cercle rouge, Le",1970.0,Jean-Pierre Melville,https://www.bfi.org.uk/films-tv-people/4ce2b6a754dd8,5,3.0,2.0,
Leaving Jerusalem by Railway,1897.0,Louis et Auguste Lumière,https://www.bfi.org.uk/films-tv-people/4ce2b6a2cbfdc,1,,1.0,
"Cranes are Flying, The",1957.0,Mikhail Kalatozov,https://www.bfi.org.uk/films-tv-people/4ce2b6aec3d69,7,2.0,5.0,
23rd Psalm Branch,1966.0,Stan Brakhage,https://www.bfi.org.uk/films-tv-people/4ce2b77e88efb,1,1.0,,
Anatomy of a Relationship,1976.0,Luc Moullet/Antonietta Pizzorno,https://www.bfi.org.uk/films-tv-people/4ce2b6ebe5b16,1,1.0,,
Film Socialisme,2010.0,Jean-Luc Godard,https://www.bfi.org.uk/films-tv-people/4ce2b8e095eb2,2,2.0,,
Brazil,1985.0,Terry Gilliam,https://www.bfi.org.uk/films-tv-people/4ce2b69aed562,4,2.0,2.0,
Mary Poppins,1964.0,Robert Stevenson,https://www.bfi.org.uk/films-tv-people/4ce2b6b013c42,2,2.0,,
Pan's Labyrinth,2006.0,Guillermo del Toro,https://www.bfi.org.uk/films-tv-people/4ce2b8bc3ce48,2,2.0,,
Lady Windermere's Fan,1925.0,Ernst Lubitsch,https://www.bfi.org.uk/films-tv-people/4ce2b6ae757a9,2,2.0,,
"Damned, The",1969.0,Luchino Visconti,https://www.bfi.org.uk/films-tv-people/4ce2b6fb16daf,3,2.0,1.0,1.0
Day for Night,1973.0,François Truffaut,https://www.bfi.org.uk/films-tv-people/4ce2b6b1c8fb7,2,1.0,1.0,
Room At The Top,1958.0,Jack Clayton,https://www.bfi.org.uk/films-tv-people/4ce2b6b49f39e,2,1.0,1.0,
Burn!,1968.0,Gillo Pontecorvo,https://www.bfi.org.uk/films-tv-people/4ce2b6b3bda0c,1,,1.0,
Casque d'Or,1952.0,Jacques Becker,https://www.bfi.org.uk/films-tv-people/4ce2b6a7416aa,1,,1.0,
Hyenas,1992.0,Djibril Diop Mambéty,https://www.bfi.org.uk/films-tv-people/4ce2b7bd6e6a5,4,3.0,1.0,
Pitfall,1962.0,Teshigahara Hiroshi,https://www.bfi.org.uk/films-tv-people/4ce2b6ade1bc8,1,,1.0,
Starship Troopers,1997.0,Paul Verhoeven,https://www.bfi.org.uk/films-tv-people/4ce2b7eadb61d,2,1.0,1.0,
Swing Time,1936.0,George Stevens,https://www.bfi.org.uk/films-tv-people/4ce2b6b77a26d,1,1.0,,
Breakfast on the grass,1987.0,Priit Pärn,https://www.bfi.org.uk/films-tv-people/4ce2b79f1ada9,1,1.0,,
His Wife is a Hen,1989.0,Igor Kovalyov,https://www.bfi.org.uk/films-tv-people/4ce2b7a14132c,1,1.0,,
No End,1984.0,Krzysztof Kieslowski,https://www.bfi.org.uk/films-tv-people/4ce2b6f4888d4,1,1.0,,
"Welcome, or No Trespassing",1964.0,Elem Klimov,https://www.bfi.org.uk/films-tv-people/4ce2b693b2c90,1,1.0,,
"Wrong Trousers, The",1993.0,Nick Park,https://www.bfi.org.uk/films-tv-people/4ce2b7d06e733,1,1.0,,
24 Hour Party People,2001.0,Michael Winterbottom,https://www.bfi.org.uk/films-tv-people/4ce2b85c1ed72,1,1.0,,
Exiled,2006.0,Johnnie To,https://www.bfi.org.uk/films-tv-people/4ce2b8bf43313,1,1.0,,
"Manchurian Candidate, The",1962.0,John Frankenheimer,https://www.bfi.org.uk/films-tv-people/4ce2b6afb1de6,2,1.0,1.0,
Artists and Models,1955.0,Frank Tashlin,https://www.bfi.org.uk/films-tv-people/4ce2b6c04233d,2,2.0,,
"Country Doctor, The",1909.0,D.W. Griffith,https://www.bfi.org.uk/films-tv-people/4ce2b7055b50f,2,2.0,,
Finis terrae,1929.0,Jean Epstein,https://www.bfi.org.uk/films-tv-people/4ce2b6a326288,1,1.0,,
Outer and Inner Space,1965.0,Andy Warhol,https://www.bfi.org.uk/films-tv-people/4ce2b7531894f,2,2.0,,
Terminator II: Judgement Day,1991.0,James Cameron,https://www.bfi.org.uk/films-tv-people/4ce2b7a2eb4b9,1,1.0,,
To Have and Have Not,1945.0,Howard Hawks,https://www.bfi.org.uk/films-tv-people/4ce2b6b88d107,4,4.0,,
Mahal,1949.0,Kamal Amrohi,https://www.bfi.org.uk/films-tv-people/4ce2b7b748e7c,1,1.0,,
Nouvelle Vague,1990.0,Jean-Luc Godard,https://www.bfi.org.uk/films-tv-people/4ce2b79f13e40,7,6.0,1.0,1.0
Beware of a Holy Whore,1971.0,Rainer Werner Fassbinder,https://www.bfi.org.uk/films-tv-people/4ce2b785edf38,2,1.0,1.0,
"Karnival Kid, The",1929.0,Walt Disney/Ub Iwerks,https://www.bfi.org.uk/films-tv-people/4ce2b733a8f0f,1,1.0,,
Taking Off,1971.0,Milos Forman,https://www.bfi.org.uk/films-tv-people/4ce2b6b7957da,1,,1.0,
Ere erera baleibu icik subua aruaren,1970.0,José Antonio Sistiaga,https://www.bfi.org.uk/films-tv-people/4ce2b7129e554,2,1.0,1.0,
"Objective, Burma!",1945.0,Raoul Walsh,https://www.bfi.org.uk/films-tv-people/4ce2b6b1d37bf,1,1.0,,
Winchester '73,1950.0,Anthony Mann,https://www.bfi.org.uk/films-tv-people/4ce2b6bae31ce,1,1.0,,
"Bad and the Beautiful, The",1952.0,Vincente Minnelli,https://www.bfi.org.uk/films-tv-people/4ce2b6a46ad1b,1,1.0,,
Black Moon,1974.0,Louis Malle,https://www.bfi.org.uk/films-tv-people/4ce2b6bc4a8f4,1,1.0,,
Dakota,1974.0,Wim Verstappen,https://www.bfi.org.uk/films-tv-people/4ce2b6bcc7466,1,1.0,,
Made in Germany and USA,1974.0,Rudolf Thome,https://www.bfi.org.uk/films-tv-people/4ce2b6af807fb,1,1.0,,
Sweeney Todd,2007.0,Tim Burton,https://www.bfi.org.uk/films-tv-people/4ce2b8c0d9261,2,2.0,,
"American Friend, The",1978.0,Wim Wenders,https://www.bfi.org.uk/films-tv-people/4ce2b6bbef955,2,,2.0,
Sound and Fury,1988.0,Jean-Claude Brisseau,https://www.bfi.org.uk/films-tv-people/4ce2b7949fc47,2,1.0,1.0,
Clouds of May,2000.0,Nuri Bilge Ceylan,https://www.bfi.org.uk/films-tv-people/4ce2b8402c3e6,1,,1.0,
"Circle, The",2000.0,Jafar Panahi,https://www.bfi.org.uk/films-tv-people/4ce2b849a789d,1,1.0,,
Faust,1926.0,F. W. Murnau,https://www.bfi.org.uk/films-tv-people/4ce2b6a9eb3ab,5,3.0,2.0,1.0
Mad Max 2: The Road Warrior,1981.0,George Miller,https://www.bfi.org.uk/films-tv-people/4ce2b73dc7885,1,1.0,,
"Merry Widow, The",1925.0,Erich von Stroheim,https://www.bfi.org.uk/films-tv-people/4ce2b74373fc6,2,1.0,1.0,
Carmen,1983.0,Carlos Saura,https://www.bfi.org.uk/films-tv-people/4ce2b69b291b4,1,,1.0,
Mississippi Burning,1988.0,Alan Parker,https://www.bfi.org.uk/films-tv-people/4ce2b79bb6976,1,,1.0,
Unfinished Piece for the Player Piano,1976.0,Nikita Mikhalkov,https://www.bfi.org.uk/films-tv-people/4ce2b74b5f07e,1,,1.0,
Protea,1913.0,Victorin-Hippolyte Jasset,https://www.bfi.org.uk/films-tv-people/4ce2b6b39aa39,2,2.0,,
"Robber Symphony, The",1936.0,Friedrich Feher,https://www.bfi.org.uk/films-tv-people/4ce2b6b479c9d,1,1.0,,
"Signora di Tutti, La",1934.0,Max Ophüls,https://www.bfi.org.uk/films-tv-people/4ce2b6ba6cefd,2,2.0,,
Duck You Sucker,1971.0,Sergio Leone,https://www.bfi.org.uk/films-tv-people/4ce2b6ab31599,1,,1.0,
Broadcast News,1987.0,James L Brooks,https://www.bfi.org.uk/films-tv-people/4ce2b793ae5cc,1,,1.0,
Erin Brockovich,2000.0,Steven Soderbergh,https://www.bfi.org.uk/films-tv-people/4ce2b82bd4465,1,,1.0,
Land and Freedom,1995.0,Ken Loach,https://www.bfi.org.uk/films-tv-people/4ce2b7d2e38ee,2,1.0,1.0,
Missing,1981.0,Costa-Gavras,https://www.bfi.org.uk/films-tv-people/4ce2b6e138e7a,1,,1.0,
Salvador,1986.0,Oliver Stone,https://www.bfi.org.uk/films-tv-people/4ce2b765d15bd,1,,1.0,
Black Sun,2005.0,Gary Tarn,https://www.bfi.org.uk/films-tv-people/4ce2b8b64adb1,1,,1.0,
"Clock, The",1945.0,Vincente Minnelli,https://www.bfi.org.uk/films-tv-people/4ce2b6bca38b4,2,1.0,1.0,
Moon and the Sledgehammer,1971.0,Philip Trevelyan,https://www.bfi.org.uk/films-tv-people/4ce2b69d18ab1,1,,1.0,
"Amour fou, L'",1968.0,Jacques Rivette,https://www.bfi.org.uk/films-tv-people/4ce2b6bfd74ab,2,2.0,,
"Errand Boy, The",1961.0,Jerry Lewis,https://www.bfi.org.uk/films-tv-people/4ce2b6a992f80,1,1.0,,
Battle in Heaven,2005.0,Carlos Reygadas,https://www.bfi.org.uk/films-tv-people/4ce2b8b1c1083,1,,1.0,
Puika,1986.0,Aivars Freimanis,https://www.bfi.org.uk/films-tv-people/4ce2b75d58117,1,,1.0,
"Cruel Romance, A",1984.0,Eldar Ryazanov,https://www.bfi.org.uk/films-tv-people/4ce2b78f28adc,1,,1.0,
Dead Man,1995.0,Jim Jarmusch,https://www.bfi.org.uk/films-tv-people/4ce2b7dce0860,2,,2.0,
Drowning by Numbers,1988.0,Peter Greenaway,https://www.bfi.org.uk/films-tv-people/4ce2b794f1be9,1,,1.0,
Forrest Gump,1994.0,Robert Zemeckis,https://www.bfi.org.uk/films-tv-people/4ce2b7cb0ad9a,2,,2.0,
Detour,1945.0,Edgar G. Ulmer,https://www.bfi.org.uk/films-tv-people/4ce2b6a8bda02,4,3.0,1.0,
Offside,2006.0,Jafar Panahi,https://www.bfi.org.uk/films-tv-people/4ce2b8b994181,1,1.0,,
Hope,1970.0,Yilmaz Güney,https://www.bfi.org.uk/films-tv-people/4ce2b6b95837b,1,1.0,,
O Lucky Man!,1973.0,Lindsay Anderson,https://www.bfi.org.uk/films-tv-people/4ce2b6938b54a,2,2.0,,
Shirley Thompson vs The Aliens,1972.0,Jim Sharman,https://www.bfi.org.uk/films-tv-people/4ce2b76af23d1,1,1.0,,
Gallipoli,1981.0,Peter Weir,https://www.bfi.org.uk/films-tv-people/4ce2b6e1326cc,1,,1.0,
Step Brothers,2008.0,Adam McKay,https://www.bfi.org.uk/films-tv-people/4ce2b8c55a2ac,1,,1.0,
Attenberg,2010.0,Athina Tsangari,https://www.bfi.org.uk/films-tv-people/4ce2b8e05eddc,1,1.0,,
Match Point,2005.0,Woody Allen,https://www.bfi.org.uk/films-tv-people/4ce2b8a8db651,1,1.0,,
News from Home,1976.0,Chantal Akerman,https://www.bfi.org.uk/films-tv-people/4ce2b6bebef51,2,,2.0,
Interiors,1978.0,Woody Allen,https://www.bfi.org.uk/films-tv-people/4ce2b6be0db24,1,,1.0,
"Ladies Man, The",1961.0,Jerry Lewis,https://www.bfi.org.uk/films-tv-people/4ce2b73638802,4,2.0,2.0,
Luna,1979.0,Bernardo Bertolucci,https://www.bfi.org.uk/films-tv-people/4ce2b73d0d79d,1,,1.0,
"Cameraman, The",1928.0,Buster Keaton,https://www.bfi.org.uk/films-tv-people/4ce2b6a70ad29,4,3.0,1.0,
"Human Pyramid, The",1961.0,Jean Rouch,https://www.bfi.org.uk/films-tv-people/4ce2b6b3b0db7,2,1.0,1.0,
Bleu Shut,1970.0,Robert Nelson,https://www.bfi.org.uk/films-tv-people/4ce2b6f634483,1,1.0,,
Head,1968.0,Bob Rafelson,https://www.bfi.org.uk/films-tv-people/4ce2b6abea779,1,1.0,,
Kitch's Last Meal,1978.0,Carolee Schneemann,https://www.bfi.org.uk/films-tv-people/4ce2b734c3d4a,1,1.0,,
"Long Goodbye, The",1973.0,Robert Altman,https://www.bfi.org.uk/films-tv-people/4ce2b6af21b73,5,4.0,1.0,
Breakfast at Tiffany's,1961.0,Blake Edwards,https://www.bfi.org.uk/films-tv-people/4ce2b6a657475,2,2.0,,
Bigger Than Life,1956.0,Nicholas Ray,https://www.bfi.org.uk/films-tv-people/4ce2b6a5147c4,3,2.0,1.0,
Elephant,1989.0,Alan Clarke,https://www.bfi.org.uk/films-tv-people/4ce2b795193f5,5,1.0,4.0,
"Trou, Le",1960.0,Jacques Becker,https://www.bfi.org.uk/films-tv-people/4ce2b6b90ae90,1,,1.0,
Aspen,1991.0,Frederick Wiseman,https://www.bfi.org.uk/films-tv-people/4ce2b7c22d5f1,1,1.0,,
Condition of Illusion,1975.0,Peter Gidal,https://www.bfi.org.uk/films-tv-people/4ce2b6d99085b,1,,1.0,
Kiss Me Kate,1953.0,George Sydney,https://www.bfi.org.uk/films-tv-people/4ce2b6ae29e25,1,,1.0,
Roh-Film,1968.0,Birgit and Willhelm Hein,https://www.bfi.org.uk/films-tv-people/4ce2b76401b24,1,,1.0,
TV,1967.0,Kurt Kren,https://www.bfi.org.uk/films-tv-people/4ce2b71c714b9,1,,1.0,
