voter,voter_profession,voter_country,movie_id
Jiří Barta,Director,Czech Republic,id_407
Jiří Barta,Director,Czech Republic,id_408
Jiří Barta,Director,Czech Republic,id_409
Ruth Barton,academic,Ireland,id_410
Ruth Barton,academic,Ireland,id_63
Ruth Barton,academic,Ireland,id_411
Ruth Barton,academic,Ireland,id_412
Ruth Barton,academic,Ireland,id_45
Ruth Barton,academic,Ireland,id_413
Ruth Barton,academic,Ireland,id_6
Ruth Barton,academic,Ireland,id_414
Ruth Barton,academic,Ireland,id_191
Ruth Barton,academic,Ireland,id_244
Nico Baumbach,academic,US,id_415
Nico Baumbach,academic,US,id_81
Nico Baumbach,academic,US,id_416
Nico Baumbach,academic,US,id_417
Nico Baumbach,academic,US,id_418
Nico Baumbach,academic,US,id_299
Nico Baumbach,academic,US,id_15
Nico Baumbach,academic,US,id_27
Nico Baumbach,academic,US,id_338
Nico Baumbach,academic,US,id_146
Michael Baute,critic,US/Germany,id_419
Michael Baute,critic,US/Germany,id_420
Michael Baute,critic,US/Germany,id_421
Michael Baute,critic,US/Germany,id_422
Michael Baute,critic,US/Germany,id_423
Michael Baute,critic,US/Germany,id_266
Michael Baute,critic,US/Germany,id_424
Michael Baute,critic,US/Germany,id_425
Michael Baute,critic,US/Germany,id_178
Michael Baute,critic,US/Germany,id_426
Juan Antonio Bayona,Director,Spain,id_427
Juan Antonio Bayona,Director,Spain,id_428
Juan Antonio Bayona,Director,Spain,id_429
Juan Antonio Bayona,Director,Spain,id_393
Juan Antonio Bayona,Director,Spain,id_430
Juan Antonio Bayona,Director,Spain,id_277
Juan Antonio Bayona,Director,Spain,id_431
Juan Antonio Bayona,Director,Spain,id_432
Juan Antonio Bayona,Director,Spain,id_115
Juan Antonio Bayona,Director,Spain,id_433
Henry Bean,Director,US,id_434
Henry Bean,Director,US,id_229
Henry Bean,Director,US,id_63
Henry Bean,Director,US,id_155
Henry Bean,Director,US,id_435
Henry Bean,Director,US,id_436
Henry Bean,Director,US,id_437
Henry Bean,Director,US,id_438
Henry Bean,Director,US,id_27
Henry Bean,Director,US,id_439
Thomas Beard,programmer,US,id_440
Thomas Beard,programmer,US,id_441
Thomas Beard,programmer,US,id_442
Thomas Beard,programmer,US,id_443
Thomas Beard,programmer,US,id_444
Thomas Beard,programmer,US,id_445
Thomas Beard,programmer,US,id_126
Thomas Beard,programmer,US,id_446
Thomas Beard,programmer,US,id_177
Thomas Beard,programmer,US,id_447
Pavel Bednarik,programmer,Czech Republic,id_158
Pavel Bednarik,programmer,Czech Republic,id_31
Pavel Bednarik,programmer,Czech Republic,id_448
Pavel Bednarik,programmer,Czech Republic,id_63
Pavel Bednarik,programmer,Czech Republic,id_116
Pavel Bednarik,programmer,Czech Republic,id_220
Pavel Bednarik,programmer,Czech Republic,id_449
Pavel Bednarik,programmer,Czech Republic,id_450
Pavel Bednarik,programmer,Czech Republic,id_451
Pavel Bednarik,programmer,Czech Republic,id_126
Ricardo Bedoya,critic,Peru,id_452
Ricardo Bedoya,critic,Peru,id_387
Ricardo Bedoya,critic,Peru,id_453
Ricardo Bedoya,critic,Peru,id_454
Ricardo Bedoya,critic,Peru,id_455
Ricardo Bedoya,critic,Peru,id_456
Ricardo Bedoya,critic,Peru,id_292
Ricardo Bedoya,critic,Peru,id_77
Ricardo Bedoya,critic,Peru,id_457
Ricardo Bedoya,critic,Peru,id_146
Robert Beeson,distributor,UK,id_21
Robert Beeson,distributor,UK,id_264
Robert Beeson,distributor,UK,id_15
Robert Beeson,distributor,UK,id_458
Robert Beeson,distributor,UK,id_356
Robert Beeson,distributor,UK,id_269
Robert Beeson,distributor,UK,id_235
Robert Beeson,distributor,UK,id_217
Robert Beeson,distributor,UK,id_295
Robert Beeson,distributor,UK,id_459
Lars-Olav Beier,critic,Germany,id_460
Lars-Olav Beier,critic,Germany,id_213
Lars-Olav Beier,critic,Germany,id_461
Lars-Olav Beier,critic,Germany,id_462
Lars-Olav Beier,critic,Germany,id_463
Lars-Olav Beier,critic,Germany,id_464
Lars-Olav Beier,critic,Germany,id_414
Lars-Olav Beier,critic,Germany,id_338
Lars-Olav Beier,critic,Germany,id_465
Lars-Olav Beier,critic,Germany,id_466
James Bell,critic,UK,id_10
James Bell,critic,UK,id_183
James Bell,critic,UK,id_467
James Bell,critic,UK,id_468
James Bell,critic,UK,id_131
James Bell,critic,UK,id_469
James Bell,critic,UK,id_470
James Bell,critic,UK,id_115
James Bell,critic,UK,id_471
James Bell,critic,UK,id_146
Raymond Bellour,critic,France,id_472
Raymond Bellour,critic,France,id_473
Raymond Bellour,critic,France,id_474
Raymond Bellour,critic,France,id_475
Raymond Bellour,critic,France,id_225
Raymond Bellour,critic,France,id_222
Raymond Bellour,critic,France,id_476
Raymond Bellour,critic,France,id_120
Raymond Bellour,critic,France,id_235
Raymond Bellour,critic,France,id_217
Hagar Ben-Asher,Director,Israel,id_72
Hagar Ben-Asher,Director,Israel,id_477
Hagar Ben-Asher,Director,Israel,id_478
Hagar Ben-Asher,Director,Israel,id_479
Hagar Ben-Asher,Director,Israel,id_480
Hagar Ben-Asher,Director,Israel,id_75
Hagar Ben-Asher,Director,Israel,id_45
Hagar Ben-Asher,Director,Israel,id_481
Hagar Ben-Asher,Director,Israel,id_217
Hagar Ben-Asher,Director,Israel,id_482
Mustapha Benfodil,critic,Algeria,id_159
Mustapha Benfodil,critic,Algeria,id_483
Mustapha Benfodil,critic,Algeria,id_116
Mustapha Benfodil,critic,Algeria,id_484
Mustapha Benfodil,critic,Algeria,id_166
Mustapha Benfodil,critic,Algeria,id_76
Mustapha Benfodil,critic,Algeria,id_341
Mustapha Benfodil,critic,Algeria,id_485
Mustapha Benfodil,critic,Algeria,id_78
Mustapha Benfodil,critic,Algeria,id_211
Faouzi Bensaïdi,Director,Morocco,id_159
Faouzi Bensaïdi,Director,Morocco,id_192
Faouzi Bensaïdi,Director,Morocco,id_63
Faouzi Bensaïdi,Director,Morocco,id_110
Faouzi Bensaïdi,Director,Morocco,id_4
Faouzi Bensaïdi,Director,Morocco,id_463
Faouzi Bensaïdi,Director,Morocco,id_169
Faouzi Bensaïdi,Director,Morocco,id_58
Faouzi Bensaïdi,Director,Morocco,id_486
Faouzi Bensaïdi,Director,Morocco,id_487
Ronald Bergan,critic,UK/France,id_41
Ronald Bergan,critic,UK/France,id_264
Ronald Bergan,critic,UK/France,id_207
Ronald Bergan,critic,UK/France,id_354
Ronald Bergan,critic,UK/France,id_253
Ronald Bergan,critic,UK/France,id_266
Ronald Bergan,critic,UK/France,id_329
Ronald Bergan,critic,UK/France,id_488
Ronald Bergan,critic,UK/France,id_126
Ronald Bergan,critic,UK/France,id_129
Philip Berk,critic,US,id_489
Philip Berk,critic,US,id_490
Philip Berk,critic,US,id_63
Philip Berk,critic,US,id_491
Philip Berk,critic,US,id_492
Philip Berk,critic,US,id_112
Philip Berk,critic,US,id_68
Philip Berk,critic,US,id_414
Philip Berk,critic,US,id_493
Philip Berk,critic,US,id_135
Horacio Bernades,critic,Argentina,id_434
Horacio Bernades,critic,Argentina,id_81
Horacio Bernades,critic,Argentina,id_494
Horacio Bernades,critic,Argentina,id_495
Horacio Bernades,critic,Argentina,id_429
Horacio Bernades,critic,Argentina,id_496
Horacio Bernades,critic,Argentina,id_126
Horacio Bernades,critic,Argentina,id_338
Horacio Bernades,critic,Argentina,id_497
Horacio Bernades,critic,Argentina,id_146
Michael Berry,academic,US,id_158
Michael Berry,academic,US,id_472
Michael Berry,academic,US,id_498
Michael Berry,academic,US,id_106
Michael Berry,academic,US,id_310
Michael Berry,academic,US,id_499
Michael Berry,academic,US,id_500
Michael Berry,academic,US,id_322
Michael Berry,academic,US,id_501
Michael Berry,academic,US,id_502
Paolo Bertolin,programmer,Italy,id_503
Paolo Bertolin,programmer,Italy,id_504
Paolo Bertolin,programmer,Italy,id_505
Paolo Bertolin,programmer,Italy,id_506
Paolo Bertolin,programmer,Italy,id_507
Paolo Bertolin,programmer,Italy,id_508
Paolo Bertolin,programmer,Italy,id_153
Paolo Bertolin,programmer,Italy,id_177
Paolo Bertolin,programmer,Italy,id_502
Paolo Bertolin,programmer,Italy,id_509
Kaushik Bhaumik,programmer,India,id_510
Kaushik Bhaumik,programmer,India,id_305
Kaushik Bhaumik,programmer,India,id_386
Kaushik Bhaumik,programmer,India,id_511
Kaushik Bhaumik,programmer,India,id_455
Kaushik Bhaumik,programmer,India,id_512
Kaushik Bhaumik,programmer,India,id_341
Kaushik Bhaumik,programmer,India,id_513
Kaushik Bhaumik,programmer,India,id_514
Kaushik Bhaumik,programmer,India,id_515
Pamela Biénzobas Saffie,critic,Chile,id_21
Pamela Biénzobas Saffie,critic,Chile,id_51
Pamela Biénzobas Saffie,critic,Chile,id_310
Pamela Biénzobas Saffie,critic,Chile,id_516
Pamela Biénzobas Saffie,critic,Chile,id_324
Pamela Biénzobas Saffie,critic,Chile,id_517
Pamela Biénzobas Saffie,critic,Chile,id_341
Pamela Biénzobas Saffie,critic,Chile,id_168
Pamela Biénzobas Saffie,critic,Chile,id_186
Pamela Biénzobas Saffie,critic,Chile,id_457
Susanne Bier,Director,Denmark,id_158
Susanne Bier,Director,Denmark,id_60
Susanne Bier,Director,Denmark,id_31
Susanne Bier,Director,Denmark,id_106
Susanne Bier,Director,Denmark,id_518
Susanne Bier,Director,Denmark,id_519
Susanne Bier,Director,Denmark,id_360
Susanne Bier,Director,Denmark,id_520
Susanne Bier,Director,Denmark,id_132
Susanne Bier,Director,Denmark,id_233
Anne Billson,critic,UK,id_521
Anne Billson,critic,UK,id_522
Anne Billson,critic,UK,id_200
Anne Billson,critic,UK,id_523
Anne Billson,critic,UK,id_380
Anne Billson,critic,UK,id_366
Anne Billson,critic,UK,id_524
Anne Billson,critic,UK,id_47
Anne Billson,critic,UK,id_525
Anne Billson,critic,UK,id_146
Andrew Birkin,Director,UK,id_20
Andrew Birkin,Director,UK,id_106
Andrew Birkin,Director,UK,id_526
Andrew Birkin,Director,UK,id_360
Andrew Birkin,Director,UK,id_527
Andrew Birkin,Director,UK,id_528
Andrew Birkin,Director,UK,id_529
Andrew Birkin,Director,UK,id_312
Andrew Birkin,Director,UK,id_530
Andrew Birkin,Director,UK,id_531
Tibor Bíró,programmer,Hungary,id_532
Tibor Bíró,programmer,Hungary,id_108
Tibor Bíró,programmer,Hungary,id_533
Tibor Bíró,programmer,Hungary,id_386
Tibor Bíró,programmer,Hungary,id_534
Tibor Bíró,programmer,Hungary,id_110
Tibor Bíró,programmer,Hungary,id_535
Tibor Bíró,programmer,Hungary,id_536
Tibor Bíró,programmer,Hungary,id_132
Tibor Bíró,programmer,Hungary,id_537
Lizelle Bisschoff,academic,South Africa / UK,id_250
Lizelle Bisschoff,academic,South Africa / UK,id_538
Lizelle Bisschoff,academic,South Africa / UK,id_102
Lizelle Bisschoff,academic,South Africa / UK,id_539
Lizelle Bisschoff,academic,South Africa / UK,id_535
Lizelle Bisschoff,academic,South Africa / UK,id_167
Lizelle Bisschoff,academic,South Africa / UK,id_540
Lizelle Bisschoff,academic,South Africa / UK,id_541
Lizelle Bisschoff,academic,South Africa / UK,id_363
Lizelle Bisschoff,academic,South Africa / UK,id_39
Moinak Biswas,academic,India,id_542
Moinak Biswas,academic,India,id_305
Moinak Biswas,academic,India,id_106
Moinak Biswas,academic,India,id_192
Moinak Biswas,academic,India,id_81
Moinak Biswas,academic,India,id_474
Moinak Biswas,academic,India,id_17
Moinak Biswas,academic,India,id_543
Moinak Biswas,academic,India,id_544
Moinak Biswas,academic,India,id_227
Anton Bitel,critic,UK,id_31
Anton Bitel,critic,UK,id_545
Anton Bitel,critic,UK,id_53
Anton Bitel,critic,UK,id_546
Anton Bitel,critic,UK,id_547
Anton Bitel,critic,UK,id_259
Anton Bitel,critic,UK,id_539
Anton Bitel,critic,UK,id_253
Anton Bitel,critic,UK,id_8
Anton Bitel,critic,UK,id_525
Stig Björkman,critic,Sweden,id_328
Stig Björkman,critic,Sweden,id_548
Stig Björkman,critic,Sweden,id_418
Stig Björkman,critic,Sweden,id_102
Stig Björkman,critic,Sweden,id_247
Stig Björkman,critic,Sweden,id_166
Stig Björkman,critic,Sweden,id_45
Stig Björkman,critic,Sweden,id_209
Stig Björkman,critic,Sweden,id_295
Stig Björkman,critic,Sweden,id_146
Iulia Blaga,critic,Romania,id_20
Iulia Blaga,critic,Romania,id_160
Iulia Blaga,critic,Romania,id_24
Iulia Blaga,critic,Romania,id_372
Iulia Blaga,critic,Romania,id_428
Iulia Blaga,critic,Romania,id_167
Iulia Blaga,critic,Romania,id_549
Iulia Blaga,critic,Romania,id_168
Iulia Blaga,critic,Romania,id_248
Iulia Blaga,critic,Romania,id_146
Les Blank,Director,UK,id_158
Les Blank,Director,UK,id_106
Les Blank,Director,UK,id_550
Les Blank,Director,UK,id_63
Les Blank,Director,UK,id_361
Les Blank,Director,UK,id_551
Les Blank,Director,UK,id_552
Les Blank,Director,UK,id_553
Les Blank,Director,UK,id_163
Les Blank,Director,UK,id_227
Marten Blomkvist,critic,Sweden,id_60
Marten Blomkvist,critic,Sweden,id_10
Marten Blomkvist,critic,Sweden,id_490
Marten Blomkvist,critic,Sweden,id_554
Marten Blomkvist,critic,Sweden,id_73
Marten Blomkvist,critic,Sweden,id_555
Marten Blomkvist,critic,Sweden,id_161
Marten Blomkvist,critic,Sweden,id_556
Marten Blomkvist,critic,Sweden,id_47
Marten Blomkvist,critic,Sweden,id_557
Hans-Michael Bock,critic,Germany,id_558
Hans-Michael Bock,critic,Germany,id_559
Hans-Michael Bock,critic,Germany,id_240
Hans-Michael Bock,critic,Germany,id_119
Hans-Michael Bock,critic,Germany,id_449
Hans-Michael Bock,critic,Germany,id_560
Hans-Michael Bock,critic,Germany,id_556
Hans-Michael Bock,critic,Germany,id_47
Hans-Michael Bock,critic,Germany,id_273
Hans-Michael Bock,critic,Germany,id_465
Maja Bogojevic,critic,Montenegro,id_561
Maja Bogojevic,critic,Montenegro,id_562
Maja Bogojevic,critic,Montenegro,id_225
Maja Bogojevic,critic,Montenegro,id_265
Maja Bogojevic,critic,Montenegro,id_563
Maja Bogojevic,critic,Montenegro,id_285
Maja Bogojevic,critic,Montenegro,id_17
Maja Bogojevic,critic,Montenegro,id_168
Maja Bogojevic,critic,Montenegro,id_291
Maja Bogojevic,critic,Montenegro,id_335
Enrique Bolado,programmer,Spain,id_564
Enrique Bolado,programmer,Spain,id_116
Enrique Bolado,programmer,Spain,id_565
Enrique Bolado,programmer,Spain,id_476
Enrique Bolado,programmer,Spain,id_232
Enrique Bolado,programmer,Spain,id_77
Enrique Bolado,programmer,Spain,id_556
Enrique Bolado,programmer,Spain,id_144
Enrique Bolado,programmer,Spain,id_566
Enrique Bolado,programmer,Spain,id_146
Carlos Bonfil,critic,Mexico,id_159
Carlos Bonfil,critic,Mexico,id_63
Carlos Bonfil,critic,Mexico,id_567
Carlos Bonfil,critic,Mexico,id_491
Carlos Bonfil,critic,Mexico,id_221
Carlos Bonfil,critic,Mexico,id_166
Carlos Bonfil,critic,Mexico,id_455
Carlos Bonfil,critic,Mexico,id_168
Carlos Bonfil,critic,Mexico,id_568
Carlos Bonfil,critic,Mexico,id_134
Guido Bonsaver,academic,UK,id_159
Guido Bonsaver,academic,UK,id_20
Guido Bonsaver,academic,UK,id_106
Guido Bonsaver,academic,UK,id_63
Guido Bonsaver,academic,UK,id_53
Guido Bonsaver,academic,UK,id_110
Guido Bonsaver,academic,UK,id_161
Guido Bonsaver,academic,UK,id_203
Guido Bonsaver,academic,UK,id_544
Guido Bonsaver,academic,UK,id_569
Ole Bornedal,Director,Denmark,id_106
Ole Bornedal,Director,Denmark,id_360
Ole Bornedal,Director,Denmark,id_570
Ole Bornedal,Director,Denmark,id_110
Ole Bornedal,Director,Denmark,id_571
Ole Bornedal,Director,Denmark,id_463
Ole Bornedal,Director,Denmark,id_408
Ole Bornedal,Director,Denmark,id_572
Ole Bornedal,Director,Denmark,id_432
Ole Bornedal,Director,Denmark,id_246
Martin Botha,academic,South Africa,id_31
Martin Botha,academic,South Africa,id_10
Martin Botha,academic,South Africa,id_567
Martin Botha,academic,South Africa,id_310
Martin Botha,academic,South Africa,id_518
Martin Botha,academic,South Africa,id_360
Martin Botha,academic,South Africa,id_17
Martin Botha,academic,South Africa,id_486
Martin Botha,academic,South Africa,id_573
Martin Botha,academic,South Africa,id_541
Josephine Botting,archivist,UK,id_20
Josephine Botting,archivist,UK,id_574
Josephine Botting,archivist,UK,id_221
Josephine Botting,archivist,UK,id_241
Josephine Botting,archivist,UK,id_575
Josephine Botting,archivist,UK,id_132
Josephine Botting,archivist,UK,id_576
Josephine Botting,archivist,UK,id_233
Josephine Botting,archivist,UK,id_163
Josephine Botting,archivist,UK,id_37
Núria Bou,academic,Spain,id_577
Núria Bou,academic,Spain,id_15
Núria Bou,academic,Spain,id_166
Núria Bou,academic,Spain,id_578
Núria Bou,academic,Spain,id_292
Núria Bou,academic,Spain,id_579
Núria Bou,academic,Spain,id_580
Núria Bou,academic,Spain,id_270
Núria Bou,academic,Spain,id_146
Núria Bou,academic,Spain,id_581
Don Boyd,Director,UK,id_20
Don Boyd,Director,UK,id_40
Don Boyd,Director,UK,id_236
Don Boyd,Director,UK,id_53
Don Boyd,Director,UK,id_155
Don Boyd,Director,UK,id_324
Don Boyd,Director,UK,id_582
Don Boyd,Director,UK,id_209
Don Boyd,Director,UK,id_470
Don Boyd,Director,UK,id_217
Nick Bradshaw,critic,UK,id_434
Nick Bradshaw,critic,UK,id_583
Nick Bradshaw,critic,UK,id_584
Nick Bradshaw,critic,UK,id_81
Nick Bradshaw,critic,UK,id_275
Nick Bradshaw,critic,UK,id_585
Nick Bradshaw,critic,UK,id_276
Nick Bradshaw,critic,UK,id_292
Nick Bradshaw,critic,UK,id_338
Nick Bradshaw,critic,UK,id_586
Peter Bradshaw,critic,UK,id_587
Peter Bradshaw,critic,UK,id_21
Peter Bradshaw,critic,UK,id_245
Peter Bradshaw,critic,UK,id_250
Peter Bradshaw,critic,UK,id_13
Peter Bradshaw,critic,UK,id_207
Peter Bradshaw,critic,UK,id_102
Peter Bradshaw,critic,UK,id_588
Peter Bradshaw,critic,UK,id_58
Peter Bradshaw,critic,UK,id_568
Martin Brady,academic,UK,id_589
Martin Brady,academic,UK,id_590
Martin Brady,academic,UK,id_591
Martin Brady,academic,UK,id_286
Martin Brady,academic,UK,id_592
Martin Brady,academic,UK,id_593
Martin Brady,academic,UK,id_594
Martin Brady,academic,UK,id_595
Martin Brady,academic,UK,id_145
Martin Brady,academic,UK,id_596
Tara Brady,critic,Ireland,id_171
Tara Brady,critic,Ireland,id_21
Tara Brady,critic,Ireland,id_472
Tara Brady,critic,Ireland,id_597
Tara Brady,critic,Ireland,id_598
Tara Brady,critic,Ireland,id_241
Tara Brady,critic,Ireland,id_599
Tara Brady,critic,Ireland,id_285
Tara Brady,critic,Ireland,id_556
Tara Brady,critic,Ireland,id_600
Kenneth Branagh,Director,UK,id_236
Kenneth Branagh,Director,UK,id_250
Kenneth Branagh,Director,UK,id_410
Kenneth Branagh,Director,UK,id_63
Kenneth Branagh,Director,UK,id_239
Kenneth Branagh,Director,UK,id_326
Kenneth Branagh,Director,UK,id_58
Kenneth Branagh,Director,UK,id_556
Kenneth Branagh,Director,UK,id_135
Kenneth Branagh,Director,UK,id_601
Dorian Branea,programmer,Romania,id_602
Dorian Branea,programmer,Romania,id_21
Dorian Branea,programmer,Romania,id_224
Dorian Branea,programmer,Romania,id_110
Dorian Branea,programmer,Romania,id_603
Dorian Branea,programmer,Romania,id_604
Dorian Branea,programmer,Romania,id_243
Dorian Branea,programmer,Romania,id_605
Dorian Branea,programmer,Romania,id_487
Dorian Branea,programmer,Romania,id_211
Nicole Brenez,programmer,France,id_606
Nicole Brenez,programmer,France,id_607
Nicole Brenez,programmer,France,id_608
Nicole Brenez,programmer,France,id_609
Nicole Brenez,programmer,France,id_281
Nicole Brenez,programmer,France,id_610
Nicole Brenez,programmer,France,id_611
Nicole Brenez,programmer,France,id_612
Nicole Brenez,programmer,France,id_613
Nicole Brenez,programmer,France,id_128
Mimi Brody,programmer,US,id_40
Mimi Brody,programmer,US,id_164
Mimi Brody,programmer,US,id_81
Mimi Brody,programmer,US,id_614
Mimi Brody,programmer,US,id_155
Mimi Brody,programmer,US,id_615
Mimi Brody,programmer,US,id_616
Mimi Brody,programmer,US,id_387
Mimi Brody,programmer,US,id_134
Mimi Brody,programmer,US,id_617
Richard Brody,critic,US,id_264
Richard Brody,critic,US,id_618
Richard Brody,critic,US,id_619
Richard Brody,critic,US,id_387
Richard Brody,critic,US,id_620
Richard Brody,critic,US,id_374
Richard Brody,critic,US,id_458
Richard Brody,critic,US,id_169
Richard Brody,critic,US,id_120
Richard Brody,critic,US,id_470
Elisabeth Bronfen,academic,Switzerland,id_201
Elisabeth Bronfen,academic,Switzerland,id_276
Elisabeth Bronfen,academic,Switzerland,id_184
Elisabeth Bronfen,academic,Switzerland,id_45
Elisabeth Bronfen,academic,Switzerland,id_556
Elisabeth Bronfen,academic,Switzerland,id_134
Elisabeth Bronfen,academic,Switzerland,id_211
Elisabeth Bronfen,academic,Switzerland,id_573
Elisabeth Bronfen,academic,Switzerland,id_146
Elisabeth Bronfen,academic,Switzerland,id_621
Michael Brooke,critic,UK,id_434
Michael Brooke,critic,UK,id_622
Michael Brooke,critic,UK,id_229
Michael Brooke,critic,UK,id_147
Michael Brooke,critic,UK,id_102
Michael Brooke,critic,UK,id_588
Michael Brooke,critic,UK,id_449
Michael Brooke,critic,UK,id_132
Michael Brooke,critic,UK,id_623
Michael Brooke,critic,UK,id_191
Will Brooker,academic,UK,id_23
Will Brooker,academic,UK,id_624
Will Brooker,academic,UK,id_192
Will Brooker,academic,UK,id_27
Will Brooker,academic,UK,id_625
Will Brooker,academic,UK,id_556
Will Brooker,academic,UK,id_385
Will Brooker,academic,UK,id_295
Will Brooker,academic,UK,id_626
Will Brooker,academic,UK,id_530
Xan Brooks,critic,UK,id_31
Xan Brooks,critic,UK,id_351
Xan Brooks,critic,UK,id_522
Xan Brooks,critic,UK,id_360
Xan Brooks,critic,UK,id_75
Xan Brooks,critic,UK,id_57
Xan Brooks,critic,UK,id_273
Xan Brooks,critic,UK,id_211
Xan Brooks,critic,UK,id_135
